"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Tue Nov 26 22:58:43 GMT 2024","Tue Nov 26 22:58:44 GMT 2024","335","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithIdLength225SymbolsTest","User should be able to create a project if id has 225 symbols",""
"passed","Tue Nov 26 22:58:46 GMT 2024","Tue Nov 26 22:58:47 GMT 2024","998","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithTheSameIdTest","User should not be able to create 2 projects with the same id",""
"passed","Tue Nov 26 22:58:42 GMT 2024","Tue Nov 26 22:58:42 GMT 2024","293","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithIdIncludesRepeatingSymbolsTest","User should be able to create a project if id includes repeating symbols",""
"passed","Tue Nov 26 22:58:33 GMT 2024","Tue Nov 26 22:58:35 GMT 2024","2246","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildTypForAnotherUserProjectTest","Project admin should not be able to create a build type for not their project",""
"passed","Tue Nov 26 22:58:35 GMT 2024","Tue Nov 26 22:58:36 GMT 2024","1089","Surefire suite","Surefire test","com.example.teamcity.api.BuildTypeTest","com.example.teamcity.api.BuildTypeTest","projectAdminCreatesBuildType","Project admin should be able to create a build type for their project",""
"passed","Tue Nov 26 22:58:42 GMT 2024","Tue Nov 26 22:58:42 GMT 2024","279","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithIdLCyrillicSymbolsTest","User should not be able to create a project if id cyrillic symbols",""
"passed","Tue Nov 26 22:58:45 GMT 2024","Tue Nov 26 22:58:45 GMT 2024","270","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithNameHas225SymbolsTest","User should be able to create a project if name has cyrillic symbols",""
"passed","Tue Nov 26 22:58:45 GMT 2024","Tue Nov 26 22:58:46 GMT 2024","273","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithNameLongerThan225SymbolsTest","User should be able to create a project if name has more than 225 symbols",""
"passed","Tue Nov 26 22:58:42 GMT 2024","Tue Nov 26 22:58:43 GMT 2024","365","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithIdLIncludesDigitsLatinLettersTest","User should be able to create a project if id includes latin letters, digits",""
"passed","Tue Nov 26 22:58:38 GMT 2024","Tue Nov 26 22:58:39 GMT 2024","349","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectDeveloperCreatesProjectAsProjectDeveloperTest","User should not be able to create project as Project Developer",""
"passed","Tue Nov 26 22:58:39 GMT 2024","Tue Nov 26 22:58:39 GMT 2024","282","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","projectDeveloperCreatesProjectAsProjectViewerTest","User should not be able to create project as Project Viewer",""
"passed","Tue Nov 26 22:58:48 GMT 2024","Tue Nov 26 22:58:48 GMT 2024","212","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithoutCopyAssociatedSettingsTest","User should be able to create a project with 'copyAllAssociatedSettings' false",""
"passed","Tue Nov 26 22:58:40 GMT 2024","Tue Nov 26 22:58:41 GMT 2024","388","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectTest","User should be able to create a project with correct data",""
"passed","Tue Nov 26 22:57:24 GMT 2024","Tue Nov 26 22:58:15 GMT 2024","50279","Surefire suite","Surefire test","com.example.teamcity.ui.SetupServerTest","com.example.teamcity.ui.SetupServerTest","setupTeamCityServerTest","setupTeamCityServerTest",""
"passed","Tue Nov 26 22:58:41 GMT 2024","Tue Nov 26 22:58:41 GMT 2024","194","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithEmptyNameAndIdTest","User should not be able to create a project with empty id and name",""
"passed","Tue Nov 26 22:58:44 GMT 2024","Tue Nov 26 22:58:45 GMT 2024","271","Surefire suite","Surefire test","com.example.teamcity.api.ProjectTest","com.example.teamcity.api.ProjectTest","userCreatesProjectWithIdStartsWith_Test","User should not be able to create a project if id starts with _",""
